isomap1,isomap2
-12.223394191749328,-4.304713139743272
4.497916702154714,-0.5141082112079902
1.368376299129189,6.0140838069413585
-13.451104245618478,2.2077202183139515
-7.907101791911447,-0.6813898033672557
0.00861843861473507,11.721048959849982
-7.542195634859229,1.2508901990854475
5.018321483528034,-1.4490490350384533
-3.9738704030389775,1.4849929630415892
-11.354904442418805,-3.91916786529213
3.6223449791229436,0.7916188391140005
16.6937367159423,-5.524278661324487
14.928440489043613,-3.7144339422273074
8.526950124775661,-4.335462810837708
0.7473118267851182,6.167047028605659
15.331447566205833,-4.998424014105391
6.753254822393287,-2.392018453160432
-6.138666756476493,-4.313148206017592
13.04101236306134,-4.346805287193723
4.989872445054841,-4.157830995438925
-12.572323902244209,-6.346866517092444
6.285828595353024,5.1240782001635985
3.1908132978069337,1.3375150392604966
13.793130100391908,-5.112337713681054
0.8583226206705865,-0.6733897493586162
4.806761919066208,-0.1416862161410781
16.922410631036083,-6.487253104592322
15.470109654510571,-6.13346435867262
-8.083022762879544,0.417365944731777
6.80158747070341,10.930447168986833
5.5684053041146155,-3.823253363626792
-8.581718562190929,-0.25252676417724657
-3.6305396055636288,-3.120873504679017
-8.221486762720344,0.6801731344213044
3.2323406878064116,-1.1581086782045382
-9.1439925011937,1.4889154073014592
-10.202567285824006,-2.167899431308852
-11.406275612579947,0.8826316134918222
12.216539829761235,-4.531627189256961
14.819618713327918,-4.185625656478958
-8.174595674536997,-1.3798136372351844
-7.875114100136247,-7.38675649082696
-9.754736757009452,-5.183742426689223
-9.858106937475137,-3.1082833418528355
6.436366992769007,-2.8729723165359413
-5.840868324481724,3.086406829608793
3.6111970208189934,22.701180801522124
6.298267268995319,-1.2593686145737866
-7.9248175216069345,-2.027429196867839
-6.920375074244664,2.8766116973744342
-11.574643052680285,-7.343495368311649
-10.165186740402586,-4.71080943265648
0.630956543233421,18.9397127993519
5.3522268611584,-0.12282113675340074
5.970940792500654,-0.9637403260969056
-9.73053825836673,-1.661532758769078
-9.57517912201654,-0.6330712535108826
1.9154542999743132,6.044574170051384
-12.331393470534017,0.8985222296943769
6.774342017809618,-1.7552663153871502
3.7570779902546803,0.24133208997077235
16.710309560434386,-6.475888597611697
-5.262955789639758,2.8663406103536277
8.860413954731614,-1.8849163520596457
-6.704756647029442,-4.582716791703925
10.718569725152674,-3.9265497097246542
-11.477834562833973,-0.573441416270059
-8.15683612800624,-5.414011108106304
-6.362943677580103,-0.3885190729043646
-6.805715034841147,4.164726817715663
17.478894487924382,-3.506323141161988
-6.998751602201213,-5.023967569662434
-12.307335383272813,-1.594800541805464
5.004219811741584,1.5255753728696748
-8.58326885060874,1.9369121747468219
13.234759398478307,19.460248665463848
12.12206427079157,-4.930815920732697
5.319495803782755,9.548979139853936
-10.939856112709284,-3.54423491352343
-10.310746816475813,-2.479379418788303
1.0875529794457586,6.756720409903909
4.614169651219354,0.36924971691923825
3.892319321888021,3.6054550069880995
3.8337060518298025,9.59334088368389
-9.254260644847676,-2.5109457542948928
14.789721189608974,-5.477363235661839
-8.319520397614017,2.5453692151344054
-9.352830454939035,-2.2711723776603363
-1.7864350929934296,3.3136080720495444
-10.203135616065422,-5.071244214476965
-8.703965545883875,-1.1409922972513715
6.03226005844805,-1.9351306396067984
-7.508756894040757,-0.4109796677923413
-2.2724580821756684,-1.313546075067278
-7.389882286643703,-3.3438184795258734
-12.010159871235274,-4.313376202189756
17.32039425179653,-5.400083180863604
12.32450210810628,-5.490887095564323
-9.805125241967891,-0.8708954559439742
1.0331390308525144,10.577008982368296
14.713264484857014,-3.8766012054055787
-11.618838054797632,3.3986226307796317
-8.698154308431402,-0.2589109792071615
-7.374414538902911,-5.591053322840452
-11.914595307631268,-1.9342921008136924
-6.502391127990652,0.6195170655579484
15.304627608544536,-6.163223818875002
4.262213718996073,0.607210936128934
-10.562558439260188,-5.275758674660861
-9.438863320198145,-0.7925547800374384
15.362255712829754,-3.679771859775386
-9.541629578705773,0.48587403850876687
